Tabela 2 - Gorduras e açúcar na composição de alimentos por 100 gramas de parte comestível,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,(continuação)
Código e descrição do alimento ,,Código e descrição da preparação,,"Coles-
terol
(mg)","AG
Satura-
dos
(g)","AG
Mono 
(g)","AG
Poli 
(g)","AG
Lino-
léico 
(g)","AG
Linolê-
nico 
(g)","AG
Trans
total
(g)","Açúcar
total
(g)","Açúcar
de
adição
(g)"
Cereais e leguminosas,,,,,,,,,,,,
8207705,Fanta uva light,99,Não se aplica,-,-,-,-,-,-,-,-,-
8208104,Mate light,99,Não se aplica,-,-,-,-,-,-,-,"0,06",-
8209002,Água tônica light,99,Não se aplica,-,-,-,-,-,-,-,"9,07","10,14"
8209102,Paraguai refrigerante light,99,Não se aplica,-,-,-,-,-,-,-,-,-
8211002,Q-suco light,99,Não se aplica,-,"0,00",-,-,-,-,-,"3,81","3,81"
8211003,Q-refresko light,99,Não se aplica,-,"0,00",-,-,-,-,-,"3,81","3,81"
8211102,Q-suco diet,99,Não se aplica,-,"0,00",-,-,-,-,-,"3,81","3,81"
8212401,Café capuccino solúvel light,99,Não se aplica,-,"0,94","0,00","0,00",-,-,"0,00","0,18","0,32"
8212501,Café capuccino solúvel diet,99,Não se aplica,-,"0,94","0,00","0,00",-,-,"0,00","0,18","0,32"
8212902,Água tônica diet,99,Não se aplica,-,-,-,-,-,-,-,"9,07","10,14"
8212906,Refrigerante de quinino dietético,99,Não se aplica,-,-,-,-,-,-,-,"9,07","10,14"
8213003,Chá mate orgânico,99,Não se aplica,-,-,-,-,-,-,-,"0,06",-
8213004,Chimarrão orgânico,99,Não se aplica,-,-,-,-,-,-,-,"0,06",-
8213601,Suco de clorofila,99,Não se aplica,-,"0,00",-,"0,01","0,00","0,01",-,"0,07",-
8273902,Café com farinha,99,Não se aplica,-,"0,05","0,06","0,00","0,02","0,01",-,-,-
Bebidas alcoólicas,,,,,,,,,,,,
8300101,Cerveja (com ou sem álcool),99,Não se aplica,-,-,-,-,-,-,-,-,-
8300201,Chopp,99,Não se aplica,-,-,-,-,-,-,-,-,-
8300301,Aguardente,99,Não se aplica,-,-,-,-,-,-,-,-,-
8300302,Cachaça,99,Não se aplica,-,-,-,-,-,-,-,-,-
8300501,Batida de qualquer sabor,99,Não se aplica,-,"3,23","0,16","0,06","0,05","0,01",-,"20,78","15,74"
8300701,Rum,99,Não se aplica,-,-,-,-,-,-,-,-,-
8300801,Vodka,99,Não se aplica,-,-,-,-,-,-,-,-,-
8301001,Uísque,99,Não se aplica,-,-,-,-,-,-,-,-,-
8301002,Whisky,99,Não se aplica,-,-,-,-,-,-,-,-,-
8301201,Champanhe,99,Não se aplica,-,-,-,-,-,-,-,"0,07",-
8301202,Sidra champanhe,99,Não se aplica,-,-,-,-,-,-,-,"0,07",-
8301501,Martini,99,Não se aplica,-,-,-,-,-,-,-,"0,01",-
8301601,Conhaque,99,Não se aplica,-,-,-,-,-,-,-,-,-
8301701,Drink dreher,99,Não se aplica,-,-,-,-,-,-,-,-,-
8301901,Licor de qualquer sabor,99,Não se aplica,-,-,-,-,-,-,-,"28,27",-
8302409,Cajuína,99,Não se aplica,-,-,-,-,-,-,-,-,-
8302415,Vinho,99,Não se aplica,-,-,-,-,-,-,-,"0,02",-
8302416,Catuaba,99,Não se aplica,-,-,-,-,-,-,-,-,-
8302901,Coquetel de frutas,99,Não se aplica,-,"3,23","0,16","0,06","0,05","0,01",-,"20,78","15,74"
8303101,Caipirinha,99,Não se aplica,-,"0,01","0,00","0,02","0,02","0,01",-,"32,08","36,21"
8303501,Bebida alcoólica ,99,Não se aplica,-,-,-,-,-,-,-,-,-
8303615,Vinho orgânico,99,Não se aplica,-,-,-,-,-,-,-,"0,02",-
8304301,Cerveja (com ou sem álcool) light,99,Não se aplica,-,-,-,-,-,-,-,"0,09",-
8304502,Caxiri (aguardente de mandioca),99,Não se aplica,-,-,-,-,-,-,-,-,-
Óleos e gorduras,,,,,,,,,,,,
8400101,Azeite de oliva,99,Não se aplica,-,"13,87","73,28","10,57","9,80","0,76","0,16",-,-
8400301,Óleo de soja,99,Não se aplica,-,"15,57","22,67","57,46","50,71","6,76","0,53",-,-
8401801,Banha suína,99,Não se aplica,"95,00","39,20","45,10","11,20","10,20","1,00","1,08",-,-
8403001,Banha bovina,99,Não se aplica,"95,00","28,50","30,45","2,66","1,62","1,04","3,38",-,-
8403201,Óleo não especificado,99,Não se aplica,-,"15,57","22,67","57,46","50,71","6,76","0,53",-,-
8403501,Óleo de dendê,99,Não se aplica,-,"81,11","11,35","1,59","1,59",-,"0,17",-,-
Miscelâneas,,,,,,,,,,,,
8500201,Salgadinho,99,Não se aplica,"107,65","4,61","5,49","5,37","4,72","0,59","0,43","2,68","1,82"
8500202,"Pastel (queijo, carne, palmito, etc.)",99,Não se aplica,"61,19","3,16","4,24","7,28","6,41","0,81","0,07","0,36",-
8500203,Croquete ,99,Não se aplica,"107,65","4,61","5,49","5,37","4,72","0,59","0,43","2,68","1,82"
8500205,Coxinha ,99,Não se aplica,"107,65","4,61","5,49","5,37","4,72","0,59","0,43","2,68","1,82"
8500206,"Empada (queijo, carne, camarão, etc.)",99,Não se aplica,"17,32","2,71","3,11","1,59","1,46","0,09","0,73","1,22",-
8500207,"Rissole  (queijo, carne, camarão, etc.)",99,Não se aplica,"107,65","4,61","5,49","5,37","4,72","0,59","0,43","2,68","1,82"
8500209,Acarajé,99,Não se aplica,"25,00","9,10","7,80","2,10","2,01","0,12",-,-,-
8500210,Torresmo ,99,Não se aplica,"95,00","11,37","14,78","3,64","3,35","0,26","0,31",-,-
8500211,Quibe ,99,Não se aplica,"107,65","4,61","5,49","5,37","4,72","0,59","0,43","2,68","1,82"
8500212,Abará (Bahia),99,Não se aplica,"25,00","9,10","7,80","2,10","2,01","0,12",-,-,-
8500213,Paçoca de carne de sol,99,Não se aplica,"47,00","5,45","4,63","1,91","1,65","0,25","0,02",-,-
8500215,Angu frito,99,Não se aplica,"4,20","1,03","0,46","0,14","0,14","0,01","0,06","0,52",-
8500217,Angu de milho ,99,Não se aplica,-,"0,03","0,05","0,08","0,08","0,00",-,"0,52",-
8500218,Polenta ,99,Não se aplica,"4,20","1,03","0,46","0,14","0,14","0,01","0,06","0,52",-
8500222,Esfirra ,99,Não se aplica,"53,94","11,73","4,95","0,86","0,75","0,11","0,66","0,70",-
8500223,Esfirra de carne ,99,Não se aplica,"67,24","12,01","6,61","0,88","0,77","0,08","0,97","0,13",-
8500224,Esfirra de queijo ,99,Não se aplica,"53,94","11,73","4,95","0,86","0,75","0,11","0,66","0,70",-
8500225,Esfirra de ricota ,99,Não se aplica,"41,37","9,42","3,93","0,74","0,67","0,08","0,58","0,47",-
8500226,Esfirra de frango ,99,Não se aplica,"42,43","6,61","3,83","1,31","1,19","0,08","0,41","0,46",-
8500227,Enroladinho ,99,Não se aplica,"107,65","4,61","5,49","5,37","4,72","0,59","0,43","2,68","1,82"
8500228,Bolinho de aipim,99,Não se aplica,"15,92","2,91","3,76","5,60","4,94","0,65","0,16","2,75",-
8500232,Bolinho de bacalhau,99,Não se aplica,"74,80","2,48","3,48","6,02","5,18","0,66","0,63","0,68",-
8500302,Cachorro-quente ,99,Não se aplica,"23,59","5,32","6,23","2,22","1,92","0,24","0,65","5,81","5,50"
8500303,Hambúrguer (sanduíche),99,Não se aplica,"23,71","3,29","3,54","1,41","1,20","0,20","0,69","6,24","4,77"
8500304,Cheeseburger ,99,Não se aplica,"31,98","5,22","4,17","1,36","1,13","0,22","0,70","5,65","4,21"
8500305,Eggsburger ,99,Não se aplica,"148,59","3,71","4,86","5,95","5,26","0,63","0,41","4,56","3,69"
8500307,Bauru ,99,Não se aplica,"35,15","4,48","4,18","3,75","3,27","0,48","0,30","2,31","1,80"
8500308,Americano,99,Não se aplica,"127,50","3,96","4,01","5,17","4,53","0,59","0,29","2,25","1,27"
8500313,Misto-quente ou frio ,99,Não se aplica,"42,63","6,03","5,15","1,95","1,67","0,27","1,25","1,82","1,46"
8500315,Sanduíche de queijo prato,99,Não se aplica,"32,11","8,11","5,71","2,35","2,05","0,30","2,11","3,09","2,49"
8500316,Sanduíche de salame,99,Não se aplica,"22,66","3,98","5,68","2,83","2,57","0,21","1,88","3,16","3,19"
8500317,Sanduíche de presunto,99,Não se aplica,"24,73","2,53","3,74","5,13","4,54","0,59","0,26","1,93","1,70"
8500318,Sanduíche de queijo prato com presunto,99,Não se aplica,"42,63","6,03","5,15","1,95","1,67","0,27","1,25","1,82","1,46"
8500319,Sanduíche de mortadela,99,Não se aplica,"25,62","5,38","7,02","2,87","2,58","0,27","2,05","3,47","4,76"
8500320,Sanduíche de queijo minas,99,Não se aplica,"32,11","8,11","5,71","2,35","2,05","0,30","2,11","3,09","2,49"
8500321,Cheese egg,99,Não se aplica,"31,98","5,22","4,17","1,36","1,13","0,22","0,70","5,65","4,21"
8500322,Cheese tudo,99,Não se aplica,"31,98","5,22","4,17","1,36","1,13","0,22","0,70","5,65","4,21"
8500323,Sanduíche natural,99,Não se aplica,"26,28","1,96","2,85","5,00","4,41","0,53","0,37","3,81","3,32"
8500401,Suco ,99,Não se aplica,-,"0,02","0,03","0,03","0,03","0,01",-,"8,12",-
8500402,Suco de abacaxi ,99,Não se aplica,-,"0,01","0,01","0,04","0,02","0,02",-,"10,03",-
8500403,Suco de acerola ,99,Não se aplica,-,"0,07","0,08","0,09","0,05","0,04",-,"4,41",-
8500404,Suco de beterraba ,99,Não se aplica,-,"0,02","0,01","0,05","0,05","0,01",-,"4,71",-
8500405,Suco de cupuaçu ,99,Não se aplica,-,"0,20","0,10","0,05","0,02","0,05",-,-,-
8500406,Suco de goiaba ,99,Não se aplica,-,"0,04","0,01","0,06","0,04","0,02",-,"14,81","13,54"
8500407,Suco de laranja ,99,Não se aplica,-,"0,02","0,03","0,03","0,03","0,01",-,"8,12",-
8500408,Suco de laranja com banana ,99,Não se aplica,-,"0,04","0,03","0,05","0,03","0,01",-,"9,69",-
8500409,Suco de laranja e beterraba ,99,Não se aplica,-,"0,02","0,01","0,05","0,05","0,01",-,"4,71",-
8500410,Suco de laranja e cenoura ,99,Não se aplica,-,"0,02","0,01","0,05","0,05","0,01",-,"4,71",-
8500411,Suco de laranja cenoura e beterraba,99,Não se aplica,-,"0,02","0,01","0,05","0,05","0,01",-,"4,71",-
8500412,Suco de mamão ,99,Não se aplica,-,"0,05","0,04","0,04","0,01","0,03",-,"10,60",-
8500413,Suco de manga ,99,Não se aplica,-,"0,01","0,02","0,01","0,00","0,01",-,"12,42","9,43"
8500414,Suco de maracujá ,99,Não se aplica,-,"0,02","0,02","0,11","0,11",-,-,"11,44",-
8500415,Suco de melão ,99,Não se aplica,-,"0,02","0,04","0,05","0,05",-,-,"6,58",-
8500416,Suco de morango ,99,Não se aplica,-,"0,02","0,01","0,03","0,02","0,01",-,"14,45",-
8500417,Suco de pêssego ,99,Não se aplica,-,"0,00","0,01","0,01","0,01",-,-,"13,24","9,30"
8500418,Suco de pêssego em calda ,99,Não se aplica,-,"0,00","0,01","0,01","0,01",-,-,"13,24","9,30"
8500501,Vitamina ,99,Não se aplica,"6,87","1,31","0,57","0,15","0,09","0,06","0,08","14,36","7,83"
8500503,Vitamina de banana ,99,Não se aplica,"6,87","1,31","0,57","0,15","0,09","0,06","0,08","14,36","7,83"
8500504,Vitamina de banana com aveia ,99,Não se aplica,"6,47","1,29","0,64","0,27","0,21","0,06","0,08","13,59","7,38"
8500505,Vitamina de mamão ,99,Não se aplica,"7,12","1,34","0,59","0,15","0,09","0,06","0,08","12,43","7,67"
8500506,Vitamina de abacate ,99,Não se aplica,"6,87","1,75","1,88","0,53","0,46","0,07","0,08","12,02","7,83"
8500507,Vitamina de morango ,99,Não se aplica,"5,25","0,99","0,44","0,16","0,10","0,07","0,06","12,55","7,83"
8500508,Vitamina mista,99,Não se aplica,"4,84","0,92","0,40","0,11","0,07","0,04","0,06","14,26","7,75"
8500509,Vitamina de maçã,99,Não se aplica,"6,87","1,29","0,56","0,14","0,09","0,05","0,08","13,85","7,83"
8500601,Refresco ,99,Não se aplica,-,"0,00","0,00","0,00","0,00","0,00",-,"10,76","11,87"
8500602,Refresco de caju ,99,Não se aplica,-,"0,00","0,00","0,00","0,00","0,00",-,"10,76","11,87"
8500603,Refresco de groselha ,99,Não se aplica,-,"0,00","0,00","0,00","0,00","0,00",-,"10,76","11,87"
8500604,Refresco de laranja ,99,Não se aplica,-,"0,00","0,00","0,00","0,00","0,00",-,"10,76","11,87"
8500605,Refresco de maracujá ,99,Não se aplica,-,"0,00","0,00","0,00","0,00","0,00",-,"10,76","11,87"
8500606,Refresco de limão,99,Não se aplica,-,"0,00","0,00","0,00","0,00","0,00",-,"10,76","11,87"
8500801,"Salada ou verdura cozida, exceto de fruta",99,Não se aplica,-,"0,05","0,03","0,17","0,07","0,09",-,"1,41",-
8500802,Salada de maionese ,99,Não se aplica,"56,02","2,72","4,32","8,47","7,52","0,93","0,05","1,20","0,48"
8500903,Pizza ,99,Não se aplica,"21,88","5,57","3,02","2,10","1,82","0,29","0,18","2,19","0,44"
8500904,Lasanha pronta light ,99,Não se aplica,"28,56","3,82","2,50","0,34","0,27","0,06","0,27","2,27","0,18"
8500905,Nhoque ,99,Não se aplica,"70,21","4,52","3,52","4,34","3,81","0,51","0,17","0,66",-
8500906,Caneloni,99,Não se aplica,"43,32","2,50","3,07","0,68","0,59","0,07","0,51","2,70","0,19"
8500907,Capeleti ,99,Não se aplica,"54,49","0,98","0,93","0,31","0,25","0,04","0,06","2,01","0,27"
8500909,Ravioli ,99,Não se aplica,"54,49","0,98","0,93","0,31","0,25","0,04","0,06","2,01","0,27"
8500910,Calzone ,99,Não se aplica,"47,30","5,24","3,11","0,70","0,60","0,08","0,20","1,52","0,66"
8500913,Panqueca,99,Não se aplica,"77,23","4,80","5,14","1,26","1,13","0,09","0,76","1,75",-
8500914,Pizza calabreza,99,Não se aplica,"25,03","5,10","3,75","2,46","2,15","0,28","0,15","2,13","0,45"
8500915,Pizza muçarela,99,Não se aplica,"21,88","5,57","3,02","2,10","1,82","0,29","0,18","2,19","0,44"
8500916,Pizza presunto,99,Não se aplica,"25,03","5,10","3,75","2,46","2,15","0,28","0,15","2,13","0,45"
8500917,Pizza portuguesa,99,Não se aplica,"26,19","4,80","4,05","2,02","1,77","0,21","0,24","2,31","0,31"
8500919,Macarronada,99,Não se aplica,"9,43","0,74","0,83","0,83","0,73","0,09","0,08","1,40","0,16"
8501004,Galeto ,99,Não se aplica,"88,00","4,19","5,92","4,45","3,88","0,28","0,46",-,-
8501104,Costela,99,Não se aplica,"84,00","12,01","12,80","1,05","0,70","0,33","1,35",-,-
8501202,Pipoca doce ou salgada ,99,Não se aplica,"4,02","5,39","12,23","4,37","4,25","0,12","4,83","29,50","31,71"
8501302,Café ,99,Não se aplica,-,"0,00","0,02","0,00","0,00",-,-,-,-
8501303,Café com leite ,99,Não se aplica,"5,16","0,96","0,43","0,10","0,06","0,04","0,06","2,71",-
8501304,Café tipo expresso,99,Não se aplica,-,"0,00",-,"0,00","0,00",-,-,"0,01",-
8501305,Café tipo capuccino,99,Não se aplica,-,"0,79","0,00","0,00","0,00",-,"0,00","4,35","4,67"
8501402,Milho cozido ,99,Não se aplica,-,"1,12","1,72","4,01","3,59","0,42","0,03","3,16",-
8501502,Batata palito,99,Não se aplica,-,"2,15","3,07","7,85","6,92","0,93","0,07","1,44",-
8501503,Batata palha,99,Não se aplica,-,"5,55","7,96","20,30","17,90","2,41","0,19","1,20",-
8501902,Mungunzá ,99,Não se aplica,-,-,-,-,-,-,-,-,-
8501903,Canjica ,99,Não se aplica,-,-,-,-,-,-,-,-,-
8501904,Curau,99,Não se aplica,"6,02","1,35","0,89","0,56","0,50","0,06","0,23","7,20","2,08"
8502201,Farofa ,99,Não se aplica,-,"1,90","2,40","2,50","2,29","0,19",-,-,-
8502301,"Mingau (fubá,  aveia, farinha, etc.) ",99,Não se aplica,"6,02","1,35","0,89","0,56","0,50","0,06","0,23","7,20","2,08"
8502401,Tacacá ,99,Não se aplica,-,"0,14","0,12","0,16","0,01","0,01",-,"0,16",-
8502501,Bolinho de coco ,99,Não se aplica,"152,61","2,78","1,56","0,61","0,53","0,02",-,"39,67","37,77"
8502701,Risoto,99,Não se aplica,"14,14","0,42","0,65","0,70","0,61","0,05","0,02","3,60","3,37"
8502801,Vatapá ,99,Não se aplica,"40,61","6,63","5,03","2,93","1,89","0,15","0,05","2,29","0,27"
8502901,Farofa pronta ,99,Não se aplica,-,"1,90","2,40","2,50","2,29","0,19",-,-,-
8503202,Caldo de carne ,99,Não se aplica,-,-,-,-,-,-,-,"0,17",-
8503203,Caldo-de-feijão ,99,Não se aplica,"4,32","0,57","0,74","0,23","0,19","0,03","0,01","1,08","0,82"
8503204,Caldo de mocotó ,99,Não se aplica,-,-,-,-,-,-,-,"0,17",-
8503501,Baião de dois,99,Não se aplica,"4,00","0,60","1,00","1,50","1,36","0,13",-,-,-
8503801,Churrasco,99,Não se aplica,"58,00","3,42","3,92","0,35","0,24","0,09","0,41",-,-
8504201,Sushi,99,Não se aplica,"7,38","0,11","0,10","0,16","0,07","0,02",-,"5,68","4,60"
8504401,Salada de frutas ,99,Não se aplica,-,"0,03","0,01","0,04","0,03","0,01",-,"10,26",-
8504501,"Sopa (legumes, carne, etc.)",99,Não se aplica,"3,48","0,31","0,32","0,05","0,04","0,01","0,03","0,23",-
8504801,Salpicão ,99,Não se aplica,"114,28","2,68","4,02","6,35","5,58","0,67","0,07","2,91","2,09"
8505201,Charuto de repolho,99,Não se aplica,"20,79","0,42","0,49","0,10","0,09","0,01","0,05","2,81","0,34"
8505401,Arroz à grega ,99,Não se aplica,-,"0,28","0,38","0,91","0,81","0,11","0,01","3,04","0,43"
8505501,Arrumadinho,99,Não se aplica,"19,41","2,97","3,14","1,51","1,30","0,16","0,10","1,03","0,11"
8505601,Bobó de camarão ,99,Não se aplica,"12,98","1,69","1,22","1,18","1,09","0,08","0,18","3,01",-
8505701,"Caruru (quiabo, amendoim, castanha de caju, camarão seco, etc.)",99,Não se aplica,"47,04","9,80","7,34","1,96",-,-,-,-,-
8505801,Cuscuz paulista ,99,Não se aplica,"15,00","1,80","1,80","0,80","0,69","0,10",-,-,-
8505901,"Empadão (queijo, frango, camarão, palmito, etc.)",99,Não se aplica,"17,32","2,71","3,11","1,59","1,46","0,09","0,73","1,22",-
8506001,Farofa de banana,99,Não se aplica,-,"2,02","2,69","5,01","4,45","0,55",-,-,-
8506101,Feijão-tropeiro ,99,Não se aplica,"19,41","2,97","3,14","1,51","1,30","0,16","0,10","1,03","0,11"
8506201,Galinha com arroz ,99,Não se aplica,"5,34","0,55","0,75","1,59","1,39","0,18","0,02","0,83","0,04"
8506301,Galinhada ,99,Não se aplica,"5,34","0,55","0,75","1,59","1,39","0,18","0,02","0,83","0,04"
8506401,Moqueca baiana ,99,Não se aplica,"41,66","5,10","1,08","0,51","0,12","0,01","0,01","0,55",-
8506501,Omelete ,99,Não se aplica,"371,93","4,74","6,30","8,14","7,13","0,84","0,06","1,07",-
8506601,Pirão ,99,Não se aplica,"30,16","2,84","1,59","0,91","0,62","0,14","0,15","3,04","0,08"
8506701,Quibebe ,99,Não se aplica,-,"0,33","0,43","1,07","0,95","0,13","0,01","3,30",-
8506801,Quiche,99,Não se aplica,"97,70","8,68","7,71","2,62","2,37","0,20","1,09","3,14","0,07"
8506901,Suflê ,99,Não se aplica,"100,96","5,01","2,59","0,62","0,49","0,09","0,28","2,32",-
8507001,Tutu ,99,Não se aplica,-,"0,28","0,35","0,91","0,77","0,14","0,01","0,27",-
8507101,Moqueca capixaba ,99,Não se aplica,"43,85","0,87","0,83","1,34","0,83","0,11","0,01","0,57",-
8507201,Maniçoba ,99,Não se aplica,"47,48","3,78","4,90","2,25","1,95","0,21","0,06","0,91","0,27"
8507301,Caldo verde ,99,Não se aplica,"8,09","0,91","1,20","0,43","0,36","0,04","0,01","0,94",-
8507401,Arroz de cuxá,99,Não se aplica,-,"0,26","0,16","0,45","0,41","0,07",-,"0,42",-
8507501,Angu à baiana,99,Não se aplica,"69,20","1,79","1,85","1,27","1,04","0,15","0,18","0,74",-
8507601,Chocolate,99,Não se aplica,"23,00","20,78","15,87","1,26","1,06","0,12","0,09","54,80","46,99"
8507701,Gemada ,99,Não se aplica,"58,91","4,44","2,23","0,34","0,23","0,10","0,19","4,29",-
8507801,Açaí com granola,99,Não se aplica,-,"0,70","1,90","0,30","0,30","0,02",-,-,-
8507901,Suco orgânico ,99,Não se aplica,-,"0,02","0,03","0,03","0,03","0,01",-,"8,12",-
8507902,Suco de abacaxi orgânico ,99,Não se aplica,-,"0,01","0,01","0,04","0,02","0,02",-,"10,03",-
8507903,Suco de acerola orgânico ,99,Não se aplica,-,"0,07","0,08","0,09","0,05","0,04",-,"4,41",-
8507906,Suco de goiaba orgânico ,99,Não se aplica,-,"0,04","0,01","0,06","0,04","0,02",-,"14,81","13,54"
8507907,Suco de laranja orgânico ,99,Não se aplica,-,"0,02","0,03","0,03","0,03","0,01",-,"8,12",-
8507911,Suco de laranja cenoura e beterraba orgânico ,99,Não se aplica,-,"0,02","0,01","0,05","0,05","0,01",-,"4,71",-
8507913,Suco de manga orgânico ,99,Não se aplica,-,"0,01","0,02","0,01","0,00","0,01",-,"12,42","9,43"
8507914,Suco de maracujá orgânico ,99,Não se aplica,-,"0,02","0,02","0,11","0,11",-,-,"11,44",-
8507916,Suco de morango orgânico ,99,Não se aplica,-,"0,02","0,01","0,03","0,02","0,01",-,"14,45",-
8507917,Suco de pêssego orgânico ,99,Não se aplica,-,"0,00","0,01","0,01","0,01",-,-,"13,24","9,30"
8507918,Suco de pêssego em calda orgânico ,99,Não se aplica,-,"0,00","0,01","0,01","0,01",-,-,"13,24","9,30"
8508003,Pizza pronta light ,99,Não se aplica,"21,88","5,12","2,36","0,43","0,34","0,09","0,17","2,19","0,44"
8508004,Lasanha pronta light ,99,Não se aplica,"26,34","3,24","1,70","0,31","0,25","0,05","0,14","2,27","0,18"
8508012,Macarrão pronto light ,2,Cozido(a),"8,28","2,36","1,82","2,49","2,21","0,28","0,20","4,48","1,73"
8508017,Pizza portuguesa light,99,Não se aplica,"26,19","4,48","3,59","0,86","0,74","0,07","0,23","2,31","0,31"
8508101,Farofa pronta light em pacote,99,Não se aplica,-,"1,90","2,40","2,50","2,29","0,19",-,-,-
8508301,Vaca atolada,99,Não se aplica,"42,00","6,06","6,45","0,58","0,38","0,17","0,68",-,-
8508401,"Salada ou verdura crua, exceto de fruta",99,Não se aplica,-,"0,03","0,03","0,08","0,08","0,00",-,"2,62",-
8508403,Outros legumes cozidos,99,Não se aplica,-,"0,03","0,00","0,07","0,06","0,01",-,"2,16",-
8509801,Café da manha,99,Não se aplica,"5,16","0,96","0,43","0,10","0,06","0,04","0,06","2,71",-
8570101,Prato de comida brasileira,99,Não se aplica,"7,00","0,97","1,16","1,35","1,19","0,17","0,07","0,28",-
8570102,Prato de comida do nordeste,99,Não se aplica,"7,61","0,81","0,93","0,64","0,55","0,09","0,07","0,29",-
8570103,Prato de comida do norte,99,Não se aplica,"8,84","0,98","1,15","0,89","0,78","0,13","0,09","0,14",-
8570104,Prato de comida do sudeste,99,Não se aplica,"18,29","1,68","2,03","0,99","0,85","0,15","0,17","0,61",-
8570105,Prato de comida do sul,99,Não se aplica,"7,00","0,97","1,16","1,35","1,19","0,17","0,07","0,28",-
8570106,Prato de comida do centro-oeste,99,Não se aplica,"7,61","0,84","0,99","0,79","0,69","0,11","0,07","0,73",-
8570107,Arroz com feijão,99,Não se aplica,-,"0,33","0,30","0,78","0,71","0,11","0,00","0,15",-
8570328,Pão com manteiga,99,Não se aplica,"35,83","9,40","4,25","1,09","1,04","0,09","0,55","0,02",-
8570329,Pão com margarina,99,Não se aplica,-,"3,62","7,30","4,07","3,82","0,28","4,31","0,15",-
8570330,Pão com ovo,99,Não se aplica,"230,44","2,75","3,36","2,89","2,56","0,25","0,02","0,66",-
